Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","1991","1991","kg","26.53","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","1992","1992","kg","28.7","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","1993","1993","kg","30.77","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","1994","1994","kg","33.2","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","1995","1995","kg","35.46","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","1996","1996","kg","35.77","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","1997","1997","kg","38.29","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","1998","1998","kg","41","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","1999","1999","kg","42.49","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2000","2000","kg","45.06","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2001","2001","kg","44.77","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2002","2002","kg","45.59","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2003","2003","kg","47.56","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2004","2004","kg","47.72","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2005","2005","kg","49.41","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2006","2006","kg","50.97","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2007","2007","kg","52.37","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2008","2008","kg","54.64","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2009","2009","kg","56.33","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2010","2010","kg","57.69","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2011","2011","kg","57.73","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2012","2012","kg","60.42","Fc","Calculated data"
"FBS","Food Balance Sheets","351","China","645","Food supply quantity (kg/capita/yr)","2943","Meat","2013","2013","kg","61.82","Fc","Calculated data"
